1 5998470 60020 21 5 13 12740.26 0.08 0.07 N O 1998-04-21 1998-03-22 1998-04-27 COLLECT COD AIR ccording to the slyly pe 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 1887267 64992 5 4 14 27397.86 0.06 0.05 R F 1994-11-25 1994-12-08 1994-12-04 COLLECT COD AIR ts cajole fu 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1879652 57499 5 3 4 5825.96 0.10 0.02 A F 1993-03-15 1993-01-24 1993-03-20 TAKE BACK RETURN REG AIR s. quietly final requ 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1876581 7504 5 5 24 33876.00 0.08 0.05 R F 1994-12-29 1994-11-22 1995-01-20 TAKE BACK RETURN REG AIR  the quickly even patterns? grouc 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1851456 122468 5 2 9 13414.14 0.00 0.01 A F 1993-01-18 1993-02-04 1993-02-15 NONE MAIL ly special packages cajole slyly unusual 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1847586 137491 5 6 38 58082.62 0.07 0.01 N O 1998-04-05 1998-03-12 1998-05-03 COLLECT COD REG AIR oost ironic depen 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1842693 37501 5 2 25 35962.50 0.03 0.00 R F 1994-07-21 1994-08-17 1994-08-15 NONE AIR slyly special 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1797986 94986 5 1 40 79239.20 0.04 0.04 N O 1997-10-17 1997-10-24 1997-10-19 DELIVER IN PERSON MAIL the final theodolites. ste 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1777638 194966 5 5 37 76255.52 0.00 0.02 N O 1996-06-05 1996-06-27 1996-06-29 NONE SHIP efully express ideas. special,  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1775649 190004 5 4 22 24068.00 0.00 0.06 N O 1995-08-22 1995-07-26 1995-08-30 NONE FOB al foxes.  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1766403 142462 5 4 24 36107.04 0.00 0.04 R F 1995-04-08 1995-03-05 1995-04-19 COLLECT COD REG AIR fully bold packages cajole ir 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1765025 164972 5 3 15 30554.55 0.00 0.08 A F 1993-02-13 1993-01-28 1993-02-20 DELIVER IN PERSON RAIL ake quickly 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1760739 50004 5 6 23 21942.00 0.08 0.06 R F 1992-04-24 1992-03-26 1992-05-09 TAKE BACK RETURN FOB equests slee 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1758693 160004 5 1 27 28728.00 0.06 0.07 R F 1992-09-26 1992-10-09 1992-10-17 NONE MAIL ial accounts. slyly silent pinto 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1750660 77497 5 3 2 2948.98 0.01 0.05 R F 1994-10-03 1994-09-28 1994-10-10 COLLECT COD MAIL o beans. quickly unusual request 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1734022 70004 5 4 28 27272.00 0.04 0.06 A F 1993-07-16 1993-08-07 1993-08-13 TAKE BACK RETURN MAIL sleep caref 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1726630 77497 5 1 18 26540.82 0.03 0.08 N O 1996-03-02 1996-04-02 1996-03-10 NONE FOB  are ironic, even epitaphs. unus 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1725504 50004 5 4 9 8586.00 0.08 0.08 N O 1998-05-30 1998-06-28 1998-06-27 NONE SHIP y bold pinto beans. furious 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1714881 187486 5 1 17 26749.16 0.06 0.00 N O 1996-08-01 1996-07-04 1996-08-29 DELIVER IN PERSON FOB yly. enticing ideas use. ironic excuses  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1679107 114982 5 6 36 71891.28 0.09 0.06 A F 1993-11-03 1993-12-10 1993-11-14 NONE MAIL of the quickly pending deposits. unusua 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1662309 30004 5 4 47 43898.00 0.01 0.06 A F 1992-10-29 1992-10-10 1992-11-15 DELIVER IN PERSON TRUCK its cajole blithely after th 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1659396 132465 5 5 20 29949.20 0.01 0.05 N O 1997-12-31 1998-02-09 1998-01-25 TAKE BACK RETURN REG AIR ly according 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1653445 72483 5 6 8 11643.84 0.06 0.01 N O 1996-12-12 1997-01-14 1996-12-19 COLLECT COD REG AIR ndencies use closely  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1647205 130004 5 2 30 31020.00 0.02 0.08 N O 1996-04-26 1996-07-09 1996-05-17 DELIVER IN PERSON MAIL sly ironic accounts wake furiousl 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1636161 180004 5 3 15 16260.00 0.07 0.00 R F 1995-05-28 1995-06-08 1995-06-08 TAKE BACK RETURN TRUCK ld packages. bl 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1615872 40004 5 4 46 43424.00 0.01 0.08 A F 1994-08-26 1994-07-18 1994-09-01 NONE TRUCK ut the final theodolites  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1604386 122468 5 3 25 37261.50 0.03 0.07 R F 1992-10-25 1992-10-07 1992-11-09 COLLECT COD TRUCK ronic packages mold blithely regula 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1592289 157489 5 3 2 3092.96 0.06 0.01 N O 1997-08-23 1997-08-02 1997-08-28 NONE RAIL lyly. furiou 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1590561 70004 5 1 44 42856.00 0.07 0.04 A F 1992-11-30 1992-12-21 1992-12-17 COLLECT COD SHIP regular dependencie 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1586624 132465 5 1 3 4492.38 0.00 0.03 N O 1997-12-01 1997-11-22 1997-12-26 COLLECT COD REG AIR thout the b 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1571490 197485 5 4 6 9494.88 0.02 0.04 R F 1994-10-30 1994-10-10 1994-11-12 NONE SHIP nusual ideas nag furiously  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1570727 167488 5 1 44 68441.12 0.06 0.04 N O 1996-09-27 1996-11-29 1996-10-20 NONE REG AIR  furiously against the ideas. bo 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1565317 37501 5 1 7 10069.50 0.03 0.03 A F 1994-10-13 1994-09-26 1994-11-01 COLLECT COD AIR lar theodolites. carefully final deposit 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1563395 67498 5 7 19 27844.31 0.00 0.00 N O 1997-11-03 1997-12-06 1997-11-17 COLLECT COD AIR es nag slyly against the ir 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1560517 124980 5 3 14 28069.72 0.03 0.00 N O 1996-03-26 1996-02-17 1996-04-12 DELIVER IN PERSON AIR accounts affix? quickly unusual instructio 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1560033 87496 5 4 12 17801.88 0.05 0.07 N O 1995-06-27 1995-06-08 1995-06-30 NONE MAIL  fluffily  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1523776 10004 5 5 14 12796.00 0.08 0.05 A F 1995-01-17 1994-12-25 1995-01-30 COLLECT COD RAIL luffily quiet dinos 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1521696 2504 5 3 17 23910.50 0.07 0.05 N O 1996-03-02 1996-01-30 1996-03-31 COLLECT COD RAIL  integrate after the d 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1490756 5004 5 1 12 10908.00 0.01 0.00 A F 1994-01-13 1993-12-28 1994-01-22 COLLECT COD TRUCK gle slyly against the entici 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1476930 32495 5 1 8 11419.92 0.10 0.02 N O 1996-08-08 1996-07-10 1996-08-19 DELIVER IN PERSON TRUCK  quickly. theodolites unwind c 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1455873 162456 5 3 18 27332.10 0.10 0.01 N O 1997-02-28 1997-01-26 1997-03-29 DELIVER IN PERSON SHIP  the slyly final requests-- 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1425895 157489 5 6 10 15464.80 0.07 0.06 R F 1994-10-25 1994-11-15 1994-11-01 COLLECT COD REG AIR  ironic dependencies.  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1414341 80004 5 5 29 28536.00 0.06 0.03 R F 1994-08-10 1994-07-19 1994-08-31 TAKE BACK RETURN AIR eas cajole c 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1402758 114982 5 1 29 57912.42 0.09 0.03 A F 1995-02-04 1994-12-30 1995-02-08 NONE AIR furiously e 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1401570 34998 5 3 28 54123.72 0.02 0.08 R F 1994-11-01 1994-12-08 1994-11-14 COLLECT COD SHIP ly unusual multipliers aft 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1399395 72483 5 1 3 4366.44 0.01 0.08 N O 1998-04-03 1998-02-06 1998-04-12 COLLECT COD FOB e quickly express pinto beans. express, r 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1393632 4 5 5 27 24408.00 0.02 0.00 R F 1994-05-15 1994-03-26 1994-05-21 COLLECT COD FOB  dolphins. even, even accou 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1364007 100004 5 1 35 35140.00 0.06 0.00 N O 1998-07-28 1998-09-13 1998-08-06 TAKE BACK RETURN TRUCK  regular asymptotes thrash blithely car 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1352577 40004 5 1 20 18880.00 0.09 0.05 N O 1995-07-01 1995-08-09 1995-07-06 DELIVER IN PERSON FOB carefully alongside of the care 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1328230 27502 5 5 2 2859.00 0.04 0.02 N O 1995-10-31 1995-10-27 1995-11-18 DELIVER IN PERSON MAIL ep slyly. unu 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1291942 67498 5 2 5 7327.45 0.00 0.01 N O 1996-03-24 1996-01-24 1996-04-13 TAKE BACK RETURN AIR  final ideas are  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1285441 190004 5 2 24 26256.00 0.09 0.01 R F 1992-10-05 1992-10-21 1992-11-03 NONE RAIL nusual foxes solve along the carefully e 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1278917 134978 5 1 2 4025.94 0.06 0.05 A F 1994-01-31 1994-03-12 1994-02-14 DELIVER IN PERSON AIR  around the ironic, pen 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1277607 110004 5 1 35 35490.00 0.10 0.04 N O 1997-05-07 1997-04-19 1997-05-16 DELIVER IN PERSON RAIL pendencies; final accounts against 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1271520 104984 5 3 3 5966.94 0.04 0.02 N O 1997-05-12 1997-07-05 1997-05-15 TAKE BACK RETURN AIR ges wake express accounts. carefully 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1266785 12501 5 7 7 9894.50 0.04 0.07 N O 1998-02-17 1998-03-18 1998-02-28 COLLECT COD AIR final pinto beans across the always regul 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1259939 72483 5 7 26 37842.48 0.00 0.01 N O 1998-02-14 1998-04-14 1998-03-12 DELIVER IN PERSON SHIP nic instructions nag. slyly regular accou 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1254918 167488 5 2 48 74663.04 0.01 0.02 N O 1996-12-24 1996-12-16 1997-01-11 TAKE BACK RETURN REG AIR usual account 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1254277 160004 5 5 41 43624.00 0.09 0.03 A F 1994-05-13 1994-04-28 1994-06-03 TAKE BACK RETURN RAIL furiously ironic fret 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1237667 47500 5 3 13 18817.50 0.00 0.05 N O 1996-10-26 1996-09-30 1996-10-31 DELIVER IN PERSON TRUCK lyly slyly pending asymptot 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1215238 147490 5 1 24 36899.76 0.08 0.01 N O 1995-08-15 1995-08-18 1995-08-27 TAKE BACK RETURN AIR furiously regular packages abo 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1214593 192447 5 2 15 23091.60 0.09 0.05 N O 1996-07-23 1996-08-01 1996-08-05 NONE RAIL y close instructions. enticing 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1210022 15002 5 3 8 7336.00 0.07 0.00 A F 1993-08-09 1993-07-20 1993-08-27 NONE TRUCK  even requests boost pending theodolite 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1204518 194966 5 1 44 90682.24 0.02 0.07 N O 1996-10-21 1996-12-17 1996-10-27 DELIVER IN PERSON AIR d requests. careful 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1194752 67498 5 7 7 10258.43 0.06 0.01 N O 1998-05-08 1998-04-21 1998-05-23 DELIVER IN PERSON TRUCK silent deposits haggle according to  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1185508 157489 5 4 18 27836.64 0.01 0.02 A F 1994-01-13 1993-11-03 1994-01-28 COLLECT COD TRUCK ly special platelets. slyly f 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1181248 7504 5 2 34 47991.00 0.05 0.04 A F 1994-11-17 1994-11-10 1994-12-10 TAKE BACK RETURN TRUCK nal packages after the de 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1177699 44996 5 2 10 19409.90 0.07 0.04 R F 1994-08-08 1994-07-17 1994-09-07 TAKE BACK RETURN REG AIR  slyly even packag 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1166784 50004 5 2 37 35298.00 0.04 0.03 N O 1996-07-29 1996-08-25 1996-08-08 COLLECT COD MAIL  the quickly ex 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1164064 97495 5 3 1 1492.49 0.01 0.06 N O 1997-02-04 1996-12-02 1997-02-17 NONE FOB ly regular hockey playe 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1157440 162456 5 3 2 3036.90 0.00 0.04 N O 1997-01-14 1997-02-03 1997-02-10 NONE SHIP ously. special request 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1146244 40004 5 4 32 30208.00 0.02 0.07 N O 1998-04-03 1998-03-03 1998-04-27 COLLECT COD MAIL ccounts are unusual, even decoys.  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1136386 80004 5 1 33 32472.00 0.10 0.04 A F 1993-06-15 1993-05-29 1993-06-24 NONE MAIL xcuses about the  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1131940 7504 5 4 16 22584.00 0.03 0.02 N O 1997-08-30 1997-08-14 1997-09-23 DELIVER IN PERSON RAIL eodolites across the blithely ironic dep 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1130053 192447 5 7 35 53880.40 0.01 0.01 N O 1996-08-13 1996-07-16 1996-08-31 COLLECT COD FOB  regular asymptotes 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1114786 27502 5 3 41 58609.50 0.01 0.03 R F 1994-08-09 1994-09-21 1994-08-31 COLLECT COD REG AIR ithely special f 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1113731 132465 5 2 3 4492.38 0.07 0.08 N O 1997-04-27 1997-05-15 1997-05-02 DELIVER IN PERSON SHIP ets: pending excuses s 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1096613 190004 5 4 20 21880.00 0.01 0.01 A F 1994-10-24 1994-11-29 1994-11-15 DELIVER IN PERSON AIR . accounts 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1090466 194966 5 1 24 49463.04 0.01 0.07 N O 1998-08-12 1998-08-27 1998-09-10 TAKE BACK RETURN SHIP onic accounts h 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1078176 182450 5 2 23 35246.35 0.04 0.06 N O 1996-06-11 1996-03-25 1996-06-20 COLLECT COD AIR  careful deposits ca 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1076768 190004 5 1 2 2188.00 0.05 0.06 N O 1996-12-06 1997-02-02 1996-12-19 COLLECT COD RAIL deposits. unusual deposits along the 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1062597 44996 5 6 31 60170.69 0.04 0.00 N O 1997-06-18 1997-06-17 1997-06-20 COLLECT COD AIR pains cajo 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1061412 150004 5 4 12 12648.00 0.09 0.07 R F 1994-09-29 1994-07-26 1994-10-22 DELIVER IN PERSON MAIL ar requests. deposits a 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1051046 180004 5 5 17 18428.00 0.09 0.02 N O 1996-10-21 1996-08-14 1996-11-19 COLLECT COD REG AIR y unusual packages by the regular 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1015328 20004 5 2 16 14784.00 0.03 0.02 A F 1994-03-24 1994-04-24 1994-03-29 TAKE BACK RETURN MAIL e close packages are quick 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1011591 144976 5 3 36 72754.92 0.00 0.05 R F 1993-04-28 1993-04-02 1993-05-25 COLLECT COD FOB gside of the ironic ideas boos 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 1007395 144976 5 3 5 10104.85 0.10 0.06 N O 1997-05-15 1997-04-28 1997-05-25 TAKE BACK RETURN SHIP uld have to wa 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 949799 142462 5 1 21 31593.66 0.02 0.07 N O 1997-04-21 1997-05-31 1997-04-25 NONE MAIL  final accounts. accounts over the blithe 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 941382 27502 5 1 9 12865.50 0.08 0.05 N O 1997-08-29 1997-09-29 1997-09-13 NONE FOB ounts across the blithely bold instruc 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 928098 27502 5 7 42 60039.00 0.01 0.06 N O 1996-01-01 1996-02-22 1996-01-18 TAKE BACK RETURN REG AIR eodolites. 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 916419 142462 5 3 49 73718.54 0.01 0.05 N O 1997-04-25 1997-05-12 1997-05-25 NONE TRUCK  final deposits wake. always unusual packag 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 913412 162456 5 2 32 48590.40 0.07 0.03 A F 1994-02-08 1994-02-26 1994-03-05 NONE SHIP shall breach busily car 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 907846 152459 5 4 32 48366.40 0.06 0.05 N O 1995-12-10 1996-01-07 1995-12-26 TAKE BACK RETURN RAIL usual accounts sleep blithely silent inst 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 901477 174970 5 3 31 63394.07 0.03 0.00 N O 1996-08-24 1996-10-02 1996-09-08 COLLECT COD FOB  requests haggle b 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 899842 104984 5 1 44 87515.12 0.08 0.03 N O 1997-03-12 1996-12-24 1997-03-13 NONE REG AIR ind furiously final dinos: blithely p 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 843874 150004 5 3 36 37944.00 0.01 0.00 A F 1994-09-27 1994-11-27 1994-10-08 COLLECT COD AIR d regular forges. furio 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 824130 157489 5 5 20 30929.60 0.06 0.06 N O 1998-01-30 1997-12-27 1998-02-15 TAKE BACK RETURN SHIP e carefully. ironic realms ca 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 812709 42492 5 2 8 11475.92 0.09 0.03 N O 1997-06-28 1997-08-03 1997-07-11 DELIVER IN PERSON TRUCK ickly. slyly ironic requ 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 800102 134978 5 3 49 98635.53 0.00 0.01 N O 1996-06-28 1996-07-27 1996-07-09 NONE RAIL s. furiously regula 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 798562 22498 5 5 17 24148.33 0.02 0.00 A F 1994-10-28 1994-12-08 1994-11-19 COLLECT COD REG AIR . silent packages sle 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 779397 192447 5 4 28 43104.32 0.07 0.01 N O 1995-07-16 1995-07-01 1995-08-01 COLLECT COD TRUCK ironic requests. depos 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 771840 94986 5 1 4 7923.92 0.10 0.04 N O 1996-01-06 1996-01-10 1996-01-22 NONE TRUCK ackages. final requests haggle slyly 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 764930 5004 5 2 13 11817.00 0.08 0.02 A F 1992-10-17 1992-10-20 1992-11-02 NONE RAIL iously even excuses. ideas are enticingl 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 760165 130004 5 2 44 45496.00 0.03 0.00 A F 1992-12-03 1992-10-24 1992-12-31 NONE REG AIR . pending,  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 756099 124980 5 1 11 22054.78 0.06 0.01 N O 1998-06-06 1998-04-23 1998-06-28 TAKE BACK RETURN REG AIR ng foxes nag furiously 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 753122 40004 5 4 2 1888.00 0.09 0.06 R F 1992-02-01 1992-03-08 1992-02-13 TAKE BACK RETURN SHIP  ought to wake carefully except t 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 752135 160004 5 4 9 9576.00 0.09 0.06 N O 1996-05-05 1996-06-15 1996-05-16 COLLECT COD MAIL pecial pinto bea 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 747367 107494 5 2 39 58558.11 0.02 0.00 N O 1995-12-18 1996-01-05 1996-01-11 NONE REG AIR lithely unusual attainments haggle ac 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 743622 112471 5 1 40 59338.80 0.01 0.00 N O 1997-07-15 1997-08-15 1997-08-03 COLLECT COD REG AIR ang slyly above the slyly ironi 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 736352 27502 5 4 11 15724.50 0.07 0.03 R F 1993-02-27 1993-02-28 1993-03-12 TAKE BACK RETURN TRUCK uctions boost slyly regula 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 732931 2504 5 6 21 29536.50 0.06 0.07 N O 1998-06-11 1998-04-27 1998-06-23 DELIVER IN PERSON SHIP s accounts sleep carefully. thin deposit 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 727840 64992 5 2 30 58709.70 0.01 0.01 R F 1993-01-02 1993-03-01 1993-01-19 COLLECT COD REG AIR tegrate. final platelets across the i 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 727174 122468 5 3 8 11923.68 0.10 0.07 R F 1995-03-12 1995-03-17 1995-03-15 DELIVER IN PERSON SHIP ep. even packages a 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 713376 15002 5 1 46 42182.00 0.08 0.01 N O 1996-11-17 1996-11-22 1996-11-23 NONE SHIP somas cajole quickly furiously even foxes. 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 713280 197485 5 3 10 15824.80 0.03 0.07 N O 1996-05-11 1996-05-28 1996-06-07 COLLECT COD AIR ronic foxes use doggedly platelets. blithe 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 711879 44996 5 2 44 85403.56 0.07 0.02 N O 1996-09-14 1996-09-06 1996-09-15 NONE MAIL oach. furiously  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 704930 192447 5 1 21 32328.24 0.06 0.02 A F 1994-12-06 1994-11-30 1994-12-18 TAKE BACK RETURN FOB y regular ex 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 704354 34998 5 3 25 48324.75 0.07 0.04 R F 1992-12-09 1992-11-07 1992-12-28 TAKE BACK RETURN MAIL  carefully packages. q 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 699590 110004 5 5 32 32448.00 0.09 0.04 N O 1998-10-26 1998-09-26 1998-11-18 NONE REG AIR al asymptotes are furiously sly 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 698245 62486 5 2 8 11587.84 0.05 0.07 R F 1994-03-12 1994-05-03 1994-03-19 TAKE BACK RETURN FOB lly regular requests p 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 690695 120004 5 6 1 1024.00 0.05 0.03 N O 1995-11-14 1995-10-25 1995-11-27 DELIVER IN PERSON SHIP deposits. forges wake furiously. q 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 687878 67498 5 6 6 8792.94 0.07 0.04 N O 1996-05-05 1996-04-07 1996-05-06 NONE AIR  furiously re 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 687200 112471 5 3 32 47471.04 0.09 0.03 N O 1997-02-10 1997-02-12 1997-03-08 DELIVER IN PERSON RAIL ironic platelets affi 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 685760 192447 5 7 14 21552.16 0.00 0.00 A F 1993-03-18 1992-12-22 1993-03-25 NONE TRUCK nag. furiously regular depos 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 682625 62486 5 5 50 72424.00 0.10 0.05 N O 1996-03-04 1996-01-29 1996-03-16 DELIVER IN PERSON AIR y! furiousl 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 667877 184968 5 2 10 20529.60 0.05 0.06 N O 1996-07-21 1996-09-25 1996-08-06 COLLECT COD SHIP slyly bold depo 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 661540 84988 5 4 1 1972.98 0.06 0.01 N O 1995-07-12 1995-06-07 1995-08-09 COLLECT COD AIR ggle carefully against the quickl 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 643201 172453 5 1 10 15254.50 0.03 0.00 A F 1994-04-04 1994-02-24 1994-04-14 NONE REG AIR xes affix. dogged, ironic excuses al 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 635046 110004 5 1 22 22308.00 0.07 0.02 A F 1993-09-09 1993-09-14 1993-09-23 NONE FOB ckages sleep furiously. slyly f 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 615457 172453 5 3 38 57967.10 0.08 0.08 N O 1996-06-01 1996-04-14 1996-06-29 TAKE BACK RETURN TRUCK  quickly final theodolites. spec 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 606274 194966 5 2 31 63889.76 0.07 0.03 N O 1995-07-13 1995-05-10 1995-07-15 TAKE BACK RETURN TRUCK r pinto beans according to th 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 602502 74990 5 3 38 74669.62 0.06 0.01 R F 1993-06-12 1993-07-05 1993-06-26 TAKE BACK RETURN FOB frays haggle: quickly bold asymptotes s 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 586370 67498 5 3 8 11723.92 0.01 0.08 A F 1992-08-23 1992-10-14 1992-09-09 TAKE BACK RETURN REG AIR ans are slyly after the theodolites.  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 584231 77497 5 2 11 16219.39 0.07 0.07 N O 1998-05-14 1998-03-22 1998-06-11 DELIVER IN PERSON SHIP de of the bli 1 5 ETHIOPIA 0 ven packages wake quickly. regu 
1 563652 67498 5 4 19 27844.31 0.10 0.00 A F 1993-01-30 1993-02-01 1993-02-20 COLLECT COD RAIL  final instructions was furiously across  1 5 ETHIOPIA 0 ven packages wake quickly. regu 
